"asset_id","risk_level","probability"
"AST025056","HIGH","0.5679"
"AST032652","HIGH","0.5679"
"AST021327","HIGH","0.5679"
"AST010965","HIGH","0.5679"
"AST006965","HIGH","0.5679"
"AST012813","HIGH","0.5679"
"AST019167","HIGH","0.5679"
"AST035529","HIGH","0.5679"
"AST014142","HIGH","0.5679"
"AST016538","HIGH","0.5679"
"AST027429","HIGH","0.5679"
"AST031844","HIGH","0.5679"
"AST038850","HIGH","0.5679"
"AST027152","HIGH","0.5679"
"AST029031","HIGH","0.5679"
"AST035206","HIGH","0.5679"
"AST023288","HIGH","0.5679"
"AST038645","HIGH","0.5679"
"AST033758","HIGH","0.5679"
"AST028418","HIGH","0.5679"
"AST017507","HIGH","0.5679"
"AST014202","HIGH","0.5678"
"AST022339","HIGH","0.5677"
"AST013880","HIGH","0.5677"
"AST041452","HIGH","0.5677"
"AST040316","HIGH","0.5677"
"AST035959","HIGH","0.5676"
"AST005227","HIGH","0.5675"
"AST015356","HIGH","0.5675"
"AST015937","HIGH","0.5674"
"AST023588","HIGH","0.5673"
"AST014894","HIGH","0.5672"
"AST002881","HIGH","0.5672"
"AST002218","HIGH","0.5672"
"AST040291","HIGH","0.5672"
"AST002284","HIGH","0.5672"
"AST014266","HIGH","0.5672"
"AST003685","HIGH","0.5671"
"AST027253","HIGH","0.5671"
"AST026439","HIGH","0.5671"
"AST015928","HIGH","0.5671"
"AST017285","HIGH","0.5671"
"AST003079","HIGH","0.567"
"AST005516","HIGH","0.567"
"AST011285","HIGH","0.567"
"AST038479","HIGH","0.567"
"AST033023","HIGH","0.5669"
"AST037773","HIGH","0.5669"
"AST014124","HIGH","0.5668"
"AST040657","HIGH","0.5668"
"AST023182","HIGH","0.5667"
"AST030137","HIGH","0.5667"
"AST016904","HIGH","0.5667"
"AST036039","HIGH","0.5667"
"AST041108","HIGH","0.5667"
"AST033791","HIGH","0.5666"
"AST019986","HIGH","0.5666"
"AST031765","HIGH","0.5666"
"AST038228","HIGH","0.5666"
"AST004354","HIGH","0.5666"
"AST012548","HIGH","0.5665"
"AST037270","HIGH","0.5665"
"AST027462","HIGH","0.5664"
"AST022022","HIGH","0.5664"
"AST034424","HIGH","0.5664"
"AST029816","HIGH","0.5664"
"AST014461","HIGH","0.5664"
"AST013338","HIGH","0.5664"
"AST029573","HIGH","0.5663"
"AST038962","HIGH","0.5663"
"AST016011","HIGH","0.5663"
"AST038166","HIGH","0.5662"
"AST036823","HIGH","0.5661"
"AST034475","HIGH","0.5661"
"AST010121","HIGH","0.5661"
"AST038325","HIGH","0.566"
"AST004426","HIGH","0.5659"
"AST015807","HIGH","0.5659"
"AST003491","HIGH","0.5659"
"AST036110","HIGH","0.5658"
"AST014843","HIGH","0.5658"
"AST013795","HIGH","0.5658"
"AST015926","HIGH","0.5658"
"AST035343","HIGH","0.5657"
"AST019022","HIGH","0.5657"
"AST028480","HIGH","0.5657"
"AST017692","HIGH","0.5657"
"AST000283","HIGH","0.5657"
"AST041349","HIGH","0.5657"
"AST008127","HIGH","0.5656"
"AST011898","HIGH","0.5656"
"AST018445","HIGH","0.5656"
"AST039992","HIGH","0.5656"
"AST007292","HIGH","0.5656"
"AST031548","HIGH","0.5656"
"AST014186","HIGH","0.5655"
"AST040469","HIGH","0.5655"
"AST039274","HIGH","0.5655"
"AST010763","HIGH","0.5654"
"AST038003","HIGH","0.5654"
"AST013824","HIGH","0.5654"
"AST011195","HIGH","0.5654"
"AST009369","HIGH","0.5654"
"AST020160","HIGH","0.5653"
"AST022045","HIGH","0.5653"
"AST004702","HIGH","0.5653"
"AST002947","HIGH","0.5653"
"AST002075","HIGH","0.5652"
"AST002855","HIGH","0.5652"
"AST024738","HIGH","0.5652"
"AST024624","HIGH","0.5651"
"AST016955","HIGH","0.5651"
"AST037797","HIGH","0.5651"
"AST015126","HIGH","0.5651"
"AST019459","HIGH","0.5651"
"AST018314","HIGH","0.5651"
"AST011559","HIGH","0.565"
"AST015953","HIGH","0.565"
"AST040667","HIGH","0.565"
"AST003703","HIGH","0.565"
"AST031248","HIGH","0.565"
"AST031664","HIGH","0.5649"
"AST035523","HIGH","0.5649"
"AST036803","HIGH","0.5649"
"AST031951","HIGH","0.5649"
"AST001164","HIGH","0.5648"
"AST038476","HIGH","0.5648"
"AST010758","HIGH","0.5648"
"AST006910","HIGH","0.5648"
"AST006216","HIGH","0.5648"
"AST025412","HIGH","0.5648"
"AST035539","HIGH","0.5648"
"AST031534","HIGH","0.5648"
"AST034714","HIGH","0.5647"
"AST012709","HIGH","0.5647"
"AST001591","HIGH","0.5647"
"AST003977","HIGH","0.5646"
"AST018811","HIGH","0.5646"
"AST031170","HIGH","0.5646"
"AST024128","HIGH","0.5646"
"AST031925","HIGH","0.5645"
"AST014952","HIGH","0.5645"
"AST024192","HIGH","0.5645"
"AST011118","HIGH","0.5645"
"AST004574","HIGH","0.5645"
"AST038665","HIGH","0.5643"
"AST005684","HIGH","0.5643"
"AST033967","HIGH","0.5643"
"AST035006","HIGH","0.5643"
"AST021952","HIGH","0.5642"
"AST030925","HIGH","0.5642"
"AST036487","HIGH","0.5642"
"AST017186","HIGH","0.5642"
"AST007090","HIGH","0.5641"
"AST006092","HIGH","0.5641"
"AST039095","HIGH","0.5641"
"AST016220","HIGH","0.5641"
"AST033118","HIGH","0.5641"
"AST012109","HIGH","0.5641"
"AST031481","HIGH","0.5641"
"AST016818","HIGH","0.564"
"AST038521","HIGH","0.564"
"AST011776","HIGH","0.564"
"AST023589","HIGH","0.564"
"AST021488","HIGH","0.5639"
"AST036841","HIGH","0.5639"
"AST028704","HIGH","0.5639"
"AST007750","HIGH","0.5639"
"AST004664","HIGH","0.5638"
"AST014949","HIGH","0.5638"
"AST015134","HIGH","0.5637"
"AST015943","HIGH","0.5637"
"AST024430","HIGH","0.5637"
"AST032611","HIGH","0.5637"
"AST026920","HIGH","0.5636"
"AST006130","HIGH","0.5635"
"AST010269","HIGH","0.5635"
"AST019889","HIGH","0.5634"
"AST026179","HIGH","0.5634"
"AST039538","HIGH","0.5633"
"AST025146","HIGH","0.5633"
"AST034254","HIGH","0.5633"
"AST019007","HIGH","0.5633"
"AST022733","HIGH","0.5633"
"AST014947","HIGH","0.5633"
"AST023055","HIGH","0.5632"
"AST036076","HIGH","0.5632"
"AST031647","HIGH","0.5632"
"AST010640","HIGH","0.5631"
"AST004423","HIGH","0.5631"
"AST025054","HIGH","0.5631"
"AST002932","HIGH","0.5631"
"AST017593","HIGH","0.5631"
"AST004065","HIGH","0.563"
"AST014440","HIGH","0.563"
"AST024472","HIGH","0.563"
"AST035178","HIGH","0.563"
"AST007736","HIGH","0.563"
"AST022000","HIGH","0.5629"
"AST018408","HIGH","0.5629"
"AST001935","HIGH","0.5629"
"AST019918","HIGH","0.5627"
"AST003540","HIGH","0.5627"
"AST018770","HIGH","0.5626"
"AST005001","HIGH","0.5626"
"AST001072","HIGH","0.5625"
"AST037338","HIGH","0.5625"
"AST039144","HIGH","0.5625"
"AST019109","HIGH","0.5625"
"AST009424","HIGH","0.5625"
"AST015635","HIGH","0.5624"
"AST017310","HIGH","0.5624"
"AST030359","HIGH","0.5624"
"AST001523","HIGH","0.5624"
"AST040853","HIGH","0.5623"
"AST030309","HIGH","0.5622"
"AST009282","HIGH","0.5622"
"AST020550","HIGH","0.5622"
"AST009414","HIGH","0.5622"
"AST026356","HIGH","0.5622"
"AST034655","HIGH","0.5621"
"AST004183","HIGH","0.5621"
"AST039329","HIGH","0.562"
"AST033016","HIGH","0.562"
"AST028016","HIGH","0.562"
"AST014402","HIGH","0.562"
"AST036019","HIGH","0.562"
"AST014784","HIGH","0.562"
"AST002035","HIGH","0.5619"
"AST015567","HIGH","0.5619"
"AST035521","HIGH","0.5619"
"AST013181","HIGH","0.5619"
"AST038134","HIGH","0.5618"
"AST016176","HIGH","0.5618"
"AST002834","HIGH","0.5618"
"AST006576","HIGH","0.5618"
"AST007563","HIGH","0.5618"
"AST014602","HIGH","0.5618"
"AST005737","HIGH","0.5617"
"AST015273","HIGH","0.5617"
"AST011745","HIGH","0.5617"
"AST025384","HIGH","0.5617"
"AST002891","HIGH","0.5617"
"AST022561","HIGH","0.5616"
"AST013073","HIGH","0.5616"
"AST022657","HIGH","0.5616"
"AST028358","HIGH","0.5616"
"AST008802","HIGH","0.5616"
"AST030685","HIGH","0.5615"
"AST006558","HIGH","0.5614"
"AST024478","HIGH","0.5614"
"AST012469","HIGH","0.5614"
"AST022064","HIGH","0.5613"
"AST030110","HIGH","0.5613"
"AST009981","HIGH","0.5613"
"AST034671","HIGH","0.5613"
"AST022933","HIGH","0.5613"
"AST017979","HIGH","0.5613"
"AST008402","HIGH","0.5612"
"AST011770","HIGH","0.5611"
"AST005704","HIGH","0.561"
"AST038610","HIGH","0.561"
"AST034951","HIGH","0.561"
"AST039067","HIGH","0.5609"
"AST037970","HIGH","0.5608"
"AST010539","HIGH","0.5608"
"AST037063","HIGH","0.5608"
"AST012669","HIGH","0.5608"
"AST008458","HIGH","0.5608"
"AST008252","HIGH","0.5607"
"AST003987","HIGH","0.5607"
"AST024456","HIGH","0.5607"
"AST033566","HIGH","0.5607"
"AST019840","HIGH","0.5607"
"AST023596","HIGH","0.5606"
"AST017611","HIGH","0.5606"
"AST007582","HIGH","0.5606"
"AST012757","HIGH","0.5606"
"AST015935","HIGH","0.5605"
"AST021242","HIGH","0.5605"
"AST038730","HIGH","0.5604"
"AST028119","HIGH","0.5604"
"AST039826","HIGH","0.5604"
"AST041166","HIGH","0.5604"
"AST037034","HIGH","0.5603"
"AST019633","HIGH","0.5603"
"AST032138","HIGH","0.5603"
"AST038651","HIGH","0.5603"
"AST031328","HIGH","0.5603"
"AST034300","HIGH","0.5602"
"AST007917","HIGH","0.5602"
"AST025711","HIGH","0.5602"
"AST034218","HIGH","0.5602"
"AST029485","HIGH","0.5602"
"AST015017","HIGH","0.5602"
"AST012177","HIGH","0.5601"
"AST011606","HIGH","0.5601"
"AST034290","HIGH","0.56"
"AST024949","HIGH","0.56"
"AST021774","HIGH","0.5599"
"AST037786","HIGH","0.5599"
"AST025728","HIGH","0.5599"
"AST008863","HIGH","0.5599"
"AST008984","HIGH","0.5598"
"AST024904","HIGH","0.5597"
"AST020797","HIGH","0.5597"
"AST021694","HIGH","0.5597"
"AST012764","HIGH","0.5596"
"AST010433","HIGH","0.5596"
"AST039713","HIGH","0.5596"
"AST033300","HIGH","0.5596"
"AST024808","HIGH","0.5595"
"AST030293","HIGH","0.5595"
"AST039935","HIGH","0.5595"
"AST018269","HIGH","0.5595"
"AST032516","HIGH","0.5595"
"AST039261","HIGH","0.5595"
"AST039033","HIGH","0.5594"
"AST028888","HIGH","0.5594"
"AST013187","HIGH","0.5593"
"AST030169","HIGH","0.5593"
"AST021056","HIGH","0.5593"
"AST025026","HIGH","0.5593"
"AST027691","HIGH","0.5593"
"AST026724","HIGH","0.5592"
"AST017633","HIGH","0.5592"
"AST025793","HIGH","0.5592"
"AST026707","HIGH","0.5592"
"AST003331","HIGH","0.5592"
"AST029284","HIGH","0.5591"
"AST020793","HIGH","0.5591"
"AST041326","HIGH","0.5591"
"AST001442","HIGH","0.5591"
"AST001613","HIGH","0.559"
"AST014097","HIGH","0.559"
"AST037608","HIGH","0.559"
"AST004372","HIGH","0.559"
"AST010326","HIGH","0.5589"
"AST026869","HIGH","0.5589"
"AST025636","HIGH","0.5589"
"AST029777","HIGH","0.5589"
"AST012577","HIGH","0.5589"
"AST009570","HIGH","0.5589"
"AST021192","HIGH","0.5589"
"AST009064","HIGH","0.5588"
"AST005011","HIGH","0.5588"
"AST022156","HIGH","0.5588"
"AST000571","HIGH","0.5588"
"AST029934","HIGH","0.5587"
"AST011356","HIGH","0.5587"
"AST002653","HIGH","0.5587"
"AST016918","HIGH","0.5586"
"AST001767","HIGH","0.5586"
"AST012012","HIGH","0.5585"
"AST000124","HIGH","0.5585"
"AST025722","HIGH","0.5585"
"AST015786","HIGH","0.5584"
"AST021941","HIGH","0.5584"
"AST019977","HIGH","0.5584"
"AST018049","HIGH","0.5584"
"AST006515","HIGH","0.5584"
"AST033976","HIGH","0.5584"
"AST018545","HIGH","0.5584"
"AST039789","HIGH","0.5583"
"AST026593","HIGH","0.5583"
"AST039790","HIGH","0.5583"
"AST020210","HIGH","0.5582"
"AST037748","HIGH","0.5581"
"AST038756","HIGH","0.5581"
"AST040686","HIGH","0.5581"
"AST017918","HIGH","0.5581"
"AST001825","HIGH","0.5581"
"AST027495","HIGH","0.558"
"AST020132","HIGH","0.558"
"AST021974","HIGH","0.5579"
"AST029025","HIGH","0.5578"
"AST010655","HIGH","0.5578"
"AST018834","HIGH","0.5578"
"AST000781","HIGH","0.5578"
"AST037857","HIGH","0.5578"
"AST019726","HIGH","0.5576"
"AST026589","HIGH","0.5576"
"AST041175","HIGH","0.5576"
"AST014270","HIGH","0.5575"
"AST021104","HIGH","0.5575"
"AST007798","HIGH","0.5575"
"AST013090","HIGH","0.5575"
"AST014357","HIGH","0.5575"
"AST008397","HIGH","0.5574"
"AST004476","HIGH","0.5574"
"AST032007","HIGH","0.5574"
"AST028231","HIGH","0.5573"
"AST016536","HIGH","0.5573"
"AST024122","HIGH","0.5572"
"AST023749","HIGH","0.5572"
"AST031904","HIGH","0.5572"
"AST012404","HIGH","0.5572"
"AST038664","HIGH","0.5572"
"AST021817","HIGH","0.5572"
"AST009497","HIGH","0.5572"
"AST004070","HIGH","0.5572"
"AST002728","HIGH","0.5572"
"AST040696","HIGH","0.5571"
"AST016238","HIGH","0.5571"
"AST000445","HIGH","0.5571"
"AST003574","HIGH","0.5571"
"AST035182","HIGH","0.557"
"AST036736","HIGH","0.557"
"AST019475","HIGH","0.5569"
"AST034786","HIGH","0.5569"
"AST017799","HIGH","0.5569"
"AST014831","HIGH","0.5569"
"AST017491","HIGH","0.5569"
"AST012402","HIGH","0.5569"
"AST000809","HIGH","0.5569"
"AST007006","HIGH","0.5569"
"AST027046","HIGH","0.5568"
"AST019838","HIGH","0.5568"
"AST023526","HIGH","0.5568"
"AST037538","HIGH","0.5567"
"AST006882","HIGH","0.5566"
"AST025723","HIGH","0.5566"
"AST022855","HIGH","0.5566"
"AST020168","HIGH","0.5565"
"AST033586","HIGH","0.5565"
"AST002392","HIGH","0.5565"
"AST005888","HIGH","0.5565"
"AST024724","HIGH","0.5565"
"AST010092","HIGH","0.5565"
"AST024689","HIGH","0.5565"
"AST036268","HIGH","0.5565"
"AST005116","HIGH","0.5564"
"AST029515","HIGH","0.5564"
"AST016800","HIGH","0.5564"
"AST000530","HIGH","0.5564"
"AST010361","HIGH","0.5562"
"AST011349","HIGH","0.5562"
"AST003726","HIGH","0.5562"
"AST031394","HIGH","0.5561"
"AST006927","HIGH","0.5561"
"AST019601","HIGH","0.5561"
"AST002585","HIGH","0.5561"
"AST028803","HIGH","0.5561"
"AST015741","HIGH","0.5561"
"AST001883","HIGH","0.5561"
"AST025446","HIGH","0.556"
"AST028815","HIGH","0.556"
"AST003753","HIGH","0.556"
"AST017136","HIGH","0.5559"
"AST039998","HIGH","0.5559"
"AST038683","HIGH","0.5559"
"AST040959","HIGH","0.5559"
"AST027681","HIGH","0.5558"
"AST009057","HIGH","0.5558"
"AST019742","HIGH","0.5558"
"AST024175","HIGH","0.5558"
"AST025211","HIGH","0.5558"
"AST036800","HIGH","0.5557"
"AST030697","HIGH","0.5557"
"AST028827","HIGH","0.5557"
"AST028566","HIGH","0.5557"
"AST026301","HIGH","0.5557"
"AST033342","HIGH","0.5557"
"AST017137","HIGH","0.5557"
"AST001085","HIGH","0.5556"
"AST011883","HIGH","0.5556"
"AST033028","HIGH","0.5556"
"AST036772","HIGH","0.5556"
"AST035087","HIGH","0.5556"
"AST010114","HIGH","0.5556"
"AST038106","HIGH","0.5555"
"AST016858","HIGH","0.5555"
"AST003511","HIGH","0.5555"
"AST003163","HIGH","0.5555"
"AST035097","HIGH","0.5555"
"AST022956","HIGH","0.5554"
"AST031139","HIGH","0.5554"
"AST021016","HIGH","0.5554"
"AST025350","HIGH","0.5554"
"AST028466","HIGH","0.5554"
"AST024912","HIGH","0.5554"
"AST017953","HIGH","0.5553"
"AST025650","HIGH","0.5553"
"AST012139","HIGH","0.5553"
"AST022456","HIGH","0.5553"
"AST039138","HIGH","0.5553"
"AST025641","HIGH","0.5553"
"AST030603","HIGH","0.5553"
"AST037385","HIGH","0.5552"
"AST029676","HIGH","0.5551"
"AST011326","HIGH","0.5551"
"AST011054","HIGH","0.5551"
"AST006115","HIGH","0.555"
"AST025573","HIGH","0.555"
"AST009553","HIGH","0.555"
"AST013483","HIGH","0.555"
"AST008640","HIGH","0.555"
"AST021582","HIGH","0.5548"
"AST022290","HIGH","0.5548"
"AST008151","HIGH","0.5547"
"AST016787","HIGH","0.5547"
"AST039420","HIGH","0.5547"
"AST009338","HIGH","0.5547"
"AST001324","HIGH","0.5547"
"AST028402","HIGH","0.5547"
"AST017708","HIGH","0.5547"
"AST021073","HIGH","0.5546"
"AST034221","HIGH","0.5546"
"AST040082","HIGH","0.5546"
"AST028913","HIGH","0.5546"
"AST037984","HIGH","0.5546"
"AST024052","HIGH","0.5545"
"AST029153","HIGH","0.5545"
"AST029953","HIGH","0.5545"
"AST016648","HIGH","0.5544"
"AST003914","HIGH","0.5544"
"AST002836","HIGH","0.5544"
"AST008463","HIGH","0.5543"
"AST019375","HIGH","0.5543"
"AST024962","HIGH","0.5543"
"AST000127","HIGH","0.5543"
"AST000636","HIGH","0.5543"
"AST010892","HIGH","0.5543"
"AST028954","HIGH","0.5542"
"AST036389","HIGH","0.5542"
"AST010426","HIGH","0.5542"
"AST040645","HIGH","0.5542"
"AST028426","HIGH","0.5542"
"AST000729","HIGH","0.5542"
"AST026289","HIGH","0.5541"
"AST028490","HIGH","0.5541"
"AST039406","HIGH","0.554"
"AST005909","HIGH","0.554"
"AST012429","HIGH","0.554"
"AST013213","HIGH","0.5539"
"AST007676","HIGH","0.5539"
"AST015932","HIGH","0.5539"
"AST029663","HIGH","0.5539"
"AST027780","HIGH","0.5539"
"AST025401","HIGH","0.5539"
"AST029656","HIGH","0.5539"
"AST031667","HIGH","0.5539"
"AST012367","HIGH","0.5538"
"AST004600","HIGH","0.5538"
"AST012508","HIGH","0.5538"
"AST002309","HIGH","0.5538"
"AST036609","HIGH","0.5538"
"AST020932","HIGH","0.5537"
"AST013381","HIGH","0.5537"
"AST004902","HIGH","0.5537"
"AST005741","HIGH","0.5537"
"AST014704","HIGH","0.5537"
"AST009332","HIGH","0.5536"
"AST018961","HIGH","0.5536"
"AST025150","HIGH","0.5536"
"AST005628","HIGH","0.5536"
"AST010651","HIGH","0.5536"
"AST024581","HIGH","0.5535"
"AST009642","HIGH","0.5535"
"AST008022","HIGH","0.5535"
"AST025064","HIGH","0.5535"
"AST018020","HIGH","0.5535"
"AST015805","HIGH","0.5535"
"AST027946","HIGH","0.5535"
"AST021210","HIGH","0.5534"
"AST031913","HIGH","0.5534"
"AST002055","HIGH","0.5534"
"AST024737","HIGH","0.5534"
"AST012236","HIGH","0.5534"
"AST026940","HIGH","0.5534"
"AST009427","HIGH","0.5533"
"AST031953","HIGH","0.5533"
"AST012031","HIGH","0.5533"
"AST040439","HIGH","0.5533"
"AST034746","HIGH","0.5533"
"AST017834","HIGH","0.5533"
"AST034603","HIGH","0.5532"
"AST035116","HIGH","0.5532"
"AST026011","HIGH","0.5532"
"AST025916","HIGH","0.5531"
"AST009968","HIGH","0.5531"
"AST023984","HIGH","0.5531"
"AST035851","HIGH","0.5531"
"AST000578","HIGH","0.553"
"AST016221","HIGH","0.553"
"AST029789","HIGH","0.553"
"AST034529","HIGH","0.553"
"AST023681","HIGH","0.553"
"AST032851","HIGH","0.553"
"AST039306","HIGH","0.553"
"AST021014","HIGH","0.5529"
"AST014730","HIGH","0.5529"
"AST031391","HIGH","0.5529"
"AST018440","HIGH","0.5529"
"AST014008","HIGH","0.5529"
"AST002278","HIGH","0.5528"
"AST039335","HIGH","0.5528"
"AST040822","HIGH","0.5528"
"AST012828","HIGH","0.5528"
"AST011074","HIGH","0.5528"
"AST035751","HIGH","0.5528"
"AST038071","HIGH","0.5528"
"AST024673","HIGH","0.5527"
"AST007455","HIGH","0.5526"
"AST040426","HIGH","0.5526"
"AST000711","HIGH","0.5526"
"AST010633","HIGH","0.5526"
"AST025055","HIGH","0.5526"
"AST004593","HIGH","0.5525"
"AST000475","HIGH","0.5524"
"AST002191","HIGH","0.5524"
"AST004973","HIGH","0.5524"
"AST041252","HIGH","0.5524"
"AST031692","HIGH","0.5524"
"AST014937","HIGH","0.5524"
"AST014427","HIGH","0.5524"
"AST002788","HIGH","0.5524"
"AST002759","HIGH","0.5524"
"AST000197","HIGH","0.5523"
"AST021512","HIGH","0.5523"
"AST025945","HIGH","0.5523"
"AST023167","HIGH","0.5523"
"AST016495","HIGH","0.5522"
"AST025154","HIGH","0.5522"
"AST040169","HIGH","0.5522"
"AST020818","HIGH","0.5522"
"AST036557","HIGH","0.5522"
"AST011374","HIGH","0.5522"
"AST037244","HIGH","0.5522"
"AST024726","HIGH","0.5522"
"AST019241","HIGH","0.5522"
"AST003695","HIGH","0.5521"
"AST019941","HIGH","0.5521"
"AST026281","HIGH","0.5521"
"AST033248","HIGH","0.552"
"AST026742","HIGH","0.552"
"AST038584","HIGH","0.552"
"AST040937","HIGH","0.552"
"AST027001","HIGH","0.552"
"AST016614","HIGH","0.5519"
"AST014187","HIGH","0.5519"
"AST031106","HIGH","0.5519"
"AST007763","HIGH","0.5519"
"AST018207","HIGH","0.5519"
"AST022163","HIGH","0.5518"
"AST029409","HIGH","0.5518"
"AST005197","HIGH","0.5518"
"AST037303","HIGH","0.5518"
"AST007748","HIGH","0.5517"
"AST019627","HIGH","0.5517"
"AST021040","HIGH","0.5517"
"AST013257","HIGH","0.5517"
"AST019395","HIGH","0.5516"
"AST027187","HIGH","0.5516"
"AST021035","HIGH","0.5515"
"AST037258","HIGH","0.5515"
"AST015275","HIGH","0.5515"
"AST030706","HIGH","0.5515"
"AST021241","HIGH","0.5514"
"AST011769","HIGH","0.5514"
"AST029254","HIGH","0.5514"
"AST030754","HIGH","0.5514"
"AST010827","HIGH","0.5514"
"AST021360","HIGH","0.5513"
"AST037138","HIGH","0.5513"
"AST005299","HIGH","0.5512"
"AST001524","HIGH","0.5512"
"AST032068","HIGH","0.5512"
"AST014286","HIGH","0.5512"
"AST027014","HIGH","0.5512"
"AST007680","HIGH","0.5512"
"AST029194","HIGH","0.5512"
"AST009479","HIGH","0.5511"
"AST015824","HIGH","0.5511"
"AST028848","HIGH","0.5511"
"AST015669","HIGH","0.5511"
"AST012878","HIGH","0.5511"
"AST017859","HIGH","0.551"
"AST007747","HIGH","0.551"
"AST029402","HIGH","0.551"
"AST018327","HIGH","0.551"
"AST023660","HIGH","0.5509"
"AST008767","HIGH","0.5509"
"AST008480","HIGH","0.5509"
"AST003251","HIGH","0.5508"
"AST032059","HIGH","0.5508"
"AST035433","HIGH","0.5508"
"AST006228","HIGH","0.5507"
"AST010652","HIGH","0.5507"
"AST039946","HIGH","0.5507"
"AST014715","HIGH","0.5506"
"AST009905","HIGH","0.5506"
"AST032483","HIGH","0.5506"
"AST023891","HIGH","0.5505"
"AST027460","HIGH","0.5505"
"AST036348","HIGH","0.5505"
"AST005419","HIGH","0.5505"
"AST011630","HIGH","0.5504"
"AST005132","HIGH","0.5504"
"AST001287","HIGH","0.5504"
"AST029261","HIGH","0.5504"
"AST003012","HIGH","0.5504"
"AST018055","HIGH","0.5504"
"AST030731","HIGH","0.5503"
"AST006577","HIGH","0.5503"
"AST006370","HIGH","0.5502"
"AST014449","HIGH","0.5502"
"AST040138","HIGH","0.5502"
"AST027627","HIGH","0.5502"
"AST026978","HIGH","0.5502"
"AST026475","HIGH","0.5502"
"AST035672","HIGH","0.5501"
"AST002783","HIGH","0.5501"
"AST007410","HIGH","0.5501"
"AST029155","HIGH","0.55"
"AST000497","HIGH","0.55"
"AST002337","HIGH","0.55"
"AST040705","HIGH","0.5499"
"AST026464","HIGH","0.5499"
"AST022499","HIGH","0.5499"
"AST022626","HIGH","0.5499"
"AST020350","HIGH","0.5498"
"AST006649","HIGH","0.5498"
"AST007352","HIGH","0.5498"
"AST011146","HIGH","0.5498"
"AST025621","HIGH","0.5497"
"AST026030","HIGH","0.5497"
"AST004472","HIGH","0.5497"
"AST001550","HIGH","0.5496"
"AST020856","HIGH","0.5496"
"AST020813","HIGH","0.5495"
"AST002274","HIGH","0.5495"
"AST027175","HIGH","0.5495"
"AST024094","HIGH","0.5494"
"AST002602","HIGH","0.5494"
"AST023158","HIGH","0.5494"
"AST003734","HIGH","0.5494"
"AST017768","HIGH","0.5494"
"AST027816","HIGH","0.5493"
"AST029945","HIGH","0.5493"
"AST011198","HIGH","0.5493"
"AST009605","HIGH","0.5493"
"AST035449","HIGH","0.5493"
"AST030533","HIGH","0.5493"
"AST040444","HIGH","0.5492"
"AST037879","HIGH","0.5492"
"AST011366","HIGH","0.5492"
"AST034170","HIGH","0.5492"
"AST014211","HIGH","0.5492"
"AST024344","HIGH","0.5492"
"AST013675","HIGH","0.5491"
"AST029272","HIGH","0.5491"
"AST005878","HIGH","0.549"
"AST041186","HIGH","0.549"
"AST002492","HIGH","0.549"
"AST009825","HIGH","0.549"
"AST019789","HIGH","0.549"
"AST004793","HIGH","0.549"
"AST014125","HIGH","0.549"
"AST026647","HIGH","0.5489"
"AST019148","HIGH","0.5488"
"AST021043","HIGH","0.5488"
"AST010552","HIGH","0.5488"
"AST034873","HIGH","0.5488"
"AST001568","HIGH","0.5487"
"AST035774","HIGH","0.5487"
"AST033423","HIGH","0.5487"
"AST026267","HIGH","0.5487"
"AST020222","HIGH","0.5487"
"AST025385","HIGH","0.5487"
"AST009049","HIGH","0.5487"
"AST019903","HIGH","0.5486"
"AST001898","HIGH","0.5486"
"AST019460","HIGH","0.5486"
"AST016553","HIGH","0.5486"
"AST007171","HIGH","0.5486"
"AST020446","HIGH","0.5486"
"AST009902","HIGH","0.5485"
"AST009281","HIGH","0.5485"
"AST007504","HIGH","0.5484"
"AST037631","HIGH","0.5484"
"AST000660","HIGH","0.5484"
"AST011424","HIGH","0.5483"
"AST029756","HIGH","0.5483"
"AST040656","HIGH","0.5483"
"AST014772","HIGH","0.5483"
"AST018562","HIGH","0.5483"
"AST010125","HIGH","0.5483"
"AST031312","HIGH","0.5483"
"AST029167","HIGH","0.5483"
"AST017315","HIGH","0.5482"
"AST029274","HIGH","0.5482"
"AST005493","HIGH","0.5482"
"AST008046","HIGH","0.5481"
"AST030762","HIGH","0.5481"
"AST030946","HIGH","0.548"
"AST011135","HIGH","0.548"
"AST013558","HIGH","0.548"
"AST021977","HIGH","0.5479"
"AST029239","HIGH","0.5479"
"AST035305","HIGH","0.5479"
"AST023893","HIGH","0.5479"
"AST017301","HIGH","0.5479"
"AST015115","HIGH","0.5478"
"AST037569","HIGH","0.5478"
"AST016075","HIGH","0.5478"
"AST030914","HIGH","0.5478"
"AST039535","HIGH","0.5478"
"AST006889","HIGH","0.5478"
"AST018865","HIGH","0.5478"
"AST028254","HIGH","0.5477"
"AST021111","HIGH","0.5476"
"AST009454","HIGH","0.5476"
"AST021497","HIGH","0.5476"
"AST019427","HIGH","0.5476"
"AST036950","HIGH","0.5476"
"AST020546","HIGH","0.5475"
"AST000769","HIGH","0.5475"
"AST008057","HIGH","0.5475"
"AST031872","HIGH","0.5475"
"AST037415","HIGH","0.5475"
"AST017701","HIGH","0.5474"
"AST016020","HIGH","0.5474"
"AST017422","HIGH","0.5474"
"AST017944","HIGH","0.5474"
"AST032927","HIGH","0.5474"
"AST017615","HIGH","0.5473"
